Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Origen
BRUSELAS;BRU;    V  ;2022-03-04;2022-03-25;17:55;7M8;  JAF1754;BELGICA;TFS
BRUSELAS;BRU;     S ;2022-03-05;2022-03-26;18:40;73H;  JAF1661;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;      D;2022-02-27;2022-03-20;10:35;73H;  JAF1772;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;    V  ;2022-03-04;2022-03-25;10:35;7M8;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;  X    ;2022-02-02;2022-03-23;10:40;73H;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;      D;2022-03-06;2022-03-20;10:40;73H;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;  X  S ;2022-03-02;2022-03-12;13:10;7M8;  JAF1591;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;L      ;2021-11-01;2022-03-21;16:55;73H;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;   J   ;2021-11-04;2022-03-24;17:20;73H;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;     S ;2022-01-01;2022-03-26;17:20;73H;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL; M     ;2022-02-01;2022-03-22;17:20;73H;  RYR8179;BELGICA;TFS
BRUSELAS/CHARLEROI;CRL;    V  ;2022-03-04;2022-03-25;17:30;73H;  JAF1772;BELGICA;TFS
BUCAREST /OTOPENI INTERNACIONA;OTP;L      ;2022-01-17;2022-03-07;17:25;321;  WZZ3022;RUMANIA;TFS
BUCAREST /OTOPENI INTERNACIONA;OTP;    V  ;2022-01-07;2022-03-25;19:25;321;  WZZ3022;RUMANIA;TFS
BUDAPEST/ FERIHEGY;BUD;    V  ;2022-01-07;2022-03-25;18:00;321;  WZZ2494;HUNGRIA;TFS
BUDAPEST/ FERIHEGY;BUD;L      ;2022-02-07;2022-03-21;18:00;321;  WZZ2494;HUNGRIA;TFS
BURDEOS;BOD;     S ;2022-02-05;2022-03-26;10:20;319;  VOE2421;FRANCIA;TFS
BURDEOS;BOD;  X    ;2022-02-09;2022-03-23;16:15;320;  EJU1776;FRANCIA;TFS
BURDEOS;BOD;     S ;2021-12-18;2022-03-26;18:00;320;  EJU1776;FRANCIA;TFS
CHOPINA W WARSZAWIE;WAW;   J   ;2022-03-03;2022-03-10;15:10;738;  ENT7346;POLONIA;TFS
CHOPINA W WARSZAWIE;WAW; M   S ;2021-11-02;2022-03-22;16:35;321;  WZZ1496;POLONIA;TFS
CHOPINA W WARSZAWIE;WAW;   J   ;2022-02-17;2022-03-24;16:35;321;  WZZ1496;POLONIA;TFS
COLONIA/BONN;CGN;    V  ;2022-03-04;2022-03-25;10:40;73H;  CXI1052;ALEMANIA;TFS
COLONIA/BONN;CGN;L      ;2022-03-07;2022-03-21;10:40;73H;  CXI1016;ALEMANIA;TFS
COLONIA/BONN;CGN;      D;2022-01-02;2022-03-20;10:50;73H;  RYR1034;ALEMANIA;TFS
COLONIA/BONN;CGN;  X    ;2021-11-03;2022-03-23;11:00;73H;  RYR1034;ALEMANIA;TFS
COLONIA/BONN;CGN;    VSD;2022-03-04;2022-03-26;11:40;319;  EWG253;ALEMANIA;TFS
COLONIA/BONN;CGN;  X    ;2022-03-02;2022-03-23;12:05;32A;  EWG5451;ALEMANIA;TFS
COLONIA/BONN;CGN;L      ;2022-03-07;2022-03-21;16:20;319;  EWG253;ALEMANIA;TFS
COPENHAGUE;CPH;     S ;2022-02-05;2022-03-26;14:05;32N;  SAS2628;DINAMARCA;TFS
COPENHAGUE;CPH; M     ;2022-02-01;2022-03-22;14:50;32N;  SAS2628;DINAMARCA;TFS
COPENHAGUE;CPH;     S ;2021-11-06;2022-03-26;17:15;73H;  NSZ3675;DINAMARCA;TFS
COPENHAGUE;CPH; M     ;2021-11-02;2022-03-22;17:40;73H;  NSZ3675;DINAMARCA;TFS
CORK;ORK;   J   ;2021-12-23;2022-03-24;11:35;320;  EIN875;IRLANDA;TFS
CORK;ORK;L      ;2021-12-06;2022-03-21;17:35;73H;  RYR1401;IRLANDA;TFS
CORK;ORK;L      ;2021-12-20;2022-03-21;17:45;320;  EIN875;IRLANDA;TFS
CORK;ORK;    V  ;2022-01-07;2022-03-25;18:45;73H;  RYR1401;IRLANDA;TFS
CRACOVIA /JUAN PABLO II INTERN;KRK; M     ;2021-11-02;2022-03-22;11:50;7M8;  RYR4514;POLONIA;TFS
CRACOVIA /JUAN PABLO II INTERN;KRK;     S ;2022-01-01;2022-03-26;12:15;7M8;  RYR4514;POLONIA;TFS
DONCASTER SHEFFIELD ROBIN HOOD;DSA;     S ;2022-02-05;2022-03-26;12:55;321;  WUK5928;REINO-UNIDO;TFS
DUBLIN;DUB;   J   ;2022-03-03;2022-03-24;11:15;7M8;  RYR7123;IRLANDA;TFS
DUBLIN;DUB;     S ;2022-01-01;2022-03-26;13:25;73H;  RYR7123;IRLANDA;TFS
DUBLIN;DUB;      D;2022-03-06;2022-03-20;19:00;7M8;  RYR7123;IRLANDA;TFS
DUBLIN;DUB;    V  ;2021-12-10;2022-03-25;19:05;320;  EIN765;IRLANDA;TFS
DUBLIN;DUB; M J SD;2022-02-13;2022-03-26;19:05;320;  EIN765;IRLANDA;TFS
DUBLIN;DUB;L X    ;2022-03-02;2022-03-23;19:20;7M8;  RYR7123;IRLANDA;TFS
DUBLIN;DUB;    V  ;2022-03-04;2022-03-11;19:20;7M8;  RYR7123;IRLANDA;TFS
DUBLIN;DUB; M     ;2022-03-01;2022-03-22;19:30;7M8;  RYR7123;IRLANDA;TFS
DUSSELDORF;DUS;    V  ;2022-02-11;2022-03-25;11:30;32A;  EWG9559;ALEMANIA;TFS
DUSSELDORF;DUS;     S ;2021-12-18;2022-03-19;12:15;7S8;  TUI2119;ALEMANIA;TFS
DUSSELDORF;DUS;      D;2022-01-23;2022-03-20;12:45;73H;  CXI4078;ALEMANIA;TFS
DUSSELDORF;DUS;   J   ;2022-02-10;2022-03-24;12:45;73H;  CXI4044;ALEMANIA;TFS
DUSSELDORF;DUS;     S ;2022-02-19;2022-03-26;13:00;32A;  EWG9561;ALEMANIA;TFS
DUSSELDORF;DUS;  X    ;2022-03-02;2022-03-16;13:30;75T;  CFG1434;ALEMANIA;TFS
DUSSELDORF;DUS;  X    ;2022-03-02;2022-03-16;14:35;32A;  EWG5453;ALEMANIA;TFS
DUSSELDORF;DUS;    V  ;2022-03-11;2022-03-11;14:55;75T;  CFG1428;ALEMANIA;TFS
DUSSELDORF;DUS; M     ;2022-02-22;2022-03-22;16:05;7S8;  TUI2119;ALEMANIA;TFS
DUSSELDORF;DUS;L      ;2022-02-28;2022-03-21;16:15;32A;  EWG9559;ALEMANIA;TFS
DUSSELDORF;DUS;      D;2022-03-06;2022-03-20;16:15;32A;  EWG4559;ALEMANIA;TFS
DUSSELDORF;DUS;   J   ;2022-02-24;2022-03-24;16:20;32A;  EWG9559;ALEMANIA;TFS
DUSSELDORF;DUS;      D;2022-02-27;2022-03-13;16:55;320;  CFG1429;ALEMANIA;TFS
DUSSELDORF;DUS;   J   ;2021-11-18;2022-03-24;17:00;7S8;  TUI2453;ALEMANIA;TFS
DUSSELDORF;DUS;  X    ;2022-02-23;2022-03-23;17:00;7S8;  TUI2119;ALEMANIA;TFS
DUSSELDORF;DUS;   J   ;2022-03-03;2022-03-24;17:00;7S8;  TUI2119;ALEMANIA;TFS
DUSSELDORF;DUS;     S ;2022-03-05;2022-03-26;17:20;320;  CFG1429;ALEMANIA;TFS
EAST MIDLANDS;EMA;      D;2022-02-06;2022-03-20;12:15;73H;  RYR3153;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;     S ;2022-02-05;2022-03-26;12:30;73H;  RYR3153;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;LM J  D;2021-11-01;2022-03-24;14:35;73H;  EXS634;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;     S ;2022-01-08;2022-03-26;14:35;73H;  EXS634;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;  X    ;2022-02-16;2022-03-23;14:35;73H;  EXS634;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;    V  ;2021-11-12;2022-03-25;14:40;73H;  EXS634;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;      D;2022-03-06;2022-03-20;16:40;73H;  EXS652;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;    V  ;2022-01-07;2022-03-25;18:35;73H;  RYR3153;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;    V  ;2022-02-11;2022-03-25;19:15;73H;  EXS652;REINO-UNIDO;TFS
EAST MIDLANDS;EMA;L      ;2022-02-07;2022-03-21;20:35;73H;  RYR3153;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;    V  ;2021-11-05;2022-03-25;11:55;73H;  RYR6622;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;L      ;2022-02-07;2022-03-21;12:00;73H;  RYR6622;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI; M JV  ;2021-11-02;2022-03-25;14:25;73H;  EXS728;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;     S ;2022-01-08;2022-03-26;14:25;73H;  EXS728;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;      D;2022-01-16;2022-03-20;15:00;73H;  EXS728;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;  X    ;2022-03-02;2022-03-23;16:25;320;  EZY6950;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;      D;2021-10-31;2022-03-20;17:30;73H;  RYR6622;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;    V  ;2021-11-05;2022-03-25;18:35;320;  EZY6950;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;     S ;2022-02-05;2022-03-19;18:55;73H;  RYR6622;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;  X    ;2022-02-02;2022-03-23;19:50;73H;  RYR6622;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;L      ;2021-11-01;2022-03-21;20:15;320;  EZY6950;REINO-UNIDO;TFS
EDIMBURGO/ TURNHOUSE;EDI;    V  ;2022-02-11;2022-03-25;20:50;73H;  EXS740;REINO-UNIDO;TFS
EINDHOVEN;EIN;      D;2022-02-20;2022-03-20;11:40;73H;  TRA6216;HOLANDA;TFS
EINDHOVEN;EIN;L      ;2022-03-07;2022-03-07;11:40;73H;  TRA6216;HOLANDA;TFS
EINDHOVEN;EIN; M     ;2021-11-09;2022-03-22;12:10;73H;  TFL591;HOLANDA;TFS
EINDHOVEN;EIN;   J   ;2021-11-04;2022-03-24;14:10;73H;  TFL597;HOLANDA;TFS
EINDHOVEN;EIN;      D;2021-11-14;2022-03-20;15:25;73H;  TFL599;HOLANDA;TFS
EINDHOVEN;EIN;    V  ;2022-03-04;2022-03-25;15:40;73H;  TFL618;HOLANDA;TFS
EINDHOVEN;EIN;   J   ;2022-02-03;2022-03-24;16:45;73H;  TRA6216;HOLANDA;TFS
ESTOCOLMO/ARLANDA;ARN;     S ;2022-03-05;2022-03-26;13:30;32N;  SAS2099;SUECIA;TFS
ESTOCOLMO/ARLANDA;ARN;     S ;2022-03-12;2022-03-12;17:15;73H;  NSZ4272;SUECIA;TFS
ESTOCOLMO/ARLANDA;ARN; M     ;2021-11-02;2022-03-22;18:35;73H;  NSZ4272;SUECIA;TFS
FRANKFURT /HAHN;HHN;     S ;2022-01-08;2022-03-26;11:15;73H;  RYR5553;ALEMANIA;TFS
FRANKFURT /HAHN;HHN; M     ;2022-02-01;2022-03-22;16:50;73H;  RYR5553;ALEMANIA;TFS
FRANKFURT /HAHN;HHN;   J   ;2022-02-03;2022-03-24;17:40;73H;  RYR5553;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;     S ;2022-01-08;2022-03-26;10:35;73H;  RYR1589;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;L      ;2022-02-07;2022-03-21;11:35;73H;  RYR1589;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;   J   ;2022-02-03;2022-03-24;12:40;7S8;  TUI2529;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;  X    ;2022-03-02;2022-03-23;12:40;7M8;  TUI2143;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;   J S ;2022-03-03;2022-03-26;13:15;7M8;  TUI2143;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;     S ;2022-02-26;2022-03-26;13:20;32B;  CFG1479;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;  X    ;2022-03-02;2022-03-23;13:35;32B;  CFG1479;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;     S ;2022-03-05;2022-03-12;14:15;32Q;  DLH1501;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;      D;2022-03-06;2022-03-20;14:25;32A;  OCN307;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;    V  ;2022-03-04;2022-03-25;14:50;75T;  CFG1478;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;   J   ;2022-02-03;2022-03-24;15:00;32A;  OCN307;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA; MX    ;2022-03-01;2022-03-23;15:00;32A;  OCN307;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;    V  ;2022-03-04;2022-03-11;15:00;32A;  OCN307;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;   J   ;2022-03-03;2022-03-17;15:05;32B;  CFG1478;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;      D;2022-03-06;2022-03-13;16:40;320;  CFG1479;ALEMANIA;TFS
FRANKFURT/INTERNACIONAL;FRA;L      ;2022-03-07;2022-03-21;16:40;32B;  CFG1478;ALEMANIA;TFS
GINEBRA/COINTRIN;GVA;     S ;2021-11-06;2022-03-26;11:30;320;  EZS1542;SUIZA;TFS
GINEBRA/COINTRIN;GVA; M     ;2022-03-01;2022-03-22;15:30;320;  EZS1542;SUIZA;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;LMXJV D;2021-10-31;2022-03-25;14:25;73H;  EXS156;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;     S ;2022-01-08;2022-03-26;14:25;73H;  EXS156;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA; M     ;2022-02-15;2022-03-22;16:25;73H;  EXS126;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;  X    ;2021-11-03;2022-03-23;17:15;320;  EZY6894;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;      D;2022-02-06;2022-03-20;18:05;320;  EZY6894;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;     S ;2022-01-01;2022-03-26;18:15;320;  EZY6894;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;    V  ;2022-03-04;2022-03-25;20:35;73H;  EXS126;REINO-UNIDO;TFS
GLASGOW /GLASGOW INTERNACIONAL;GLA;    V  ;2022-02-25;2022-03-25;20:45;73H;  EXS160;REINO-UNIDO;TFS
GLASGOW /PRESTWICK;PIK;      D;2022-02-06;2022-03-20;11:30;73H;  RYR654;REINO-UNIDO;TFS
GLASGOW /PRESTWICK;PIK;    V  ;2022-01-07;2022-03-25;19:00;73H;  RYR654;REINO-UNIDO;TFS
GLASGOW /PRESTWICK;PIK;     S ;2022-03-12;2022-03-12;19:00;73H;  RYR654;REINO-UNIDO;TFS
GLASGOW /PRESTWICK;PIK;L      ;2021-11-01;2022-03-21;19:20;73H;  RYR654;REINO-UNIDO;TFS
GRAN CANARIA;LPA;LMXJVSD;2022-03-02;2022-03-26;7:00;AT7;  IBB156;ESPANIA;TFS
GRAN CANARIA;LPA;    V D;2022-03-04;2022-03-25;14:15;AT7;  IBB150;ESPANIA;TFS
GRAN CANARIA;LPA;     S ;2022-03-12;2022-03-12;15:00;AT7;  IBB150;ESPANIA;TFS
GRAN CANARIA;LPA;LMXJ   ;2022-03-01;2022-03-24;15:10;AT7;  IBB150;ESPANIA;TFS
GRAN CANARIA;LPA;LMXJVSD;2022-03-01;2022-03-26;16:30;AT7;  IBB154;ESPANIA;TFS
GRAN CANARIA;LPA;LMXJVSD;2022-03-01;2022-03-26;21:10;AT7;  IBB128;ESPANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;   J   ;2021-11-04;2022-03-24;12:05;32A;  EWG7533;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;      D;2022-02-13;2022-03-20;12:15;32A;  EWG7533;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;    V  ;2022-03-04;2022-03-25;12:35;319;  EWG7533;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;    V  ;2022-02-11;2022-03-25;13:15;320;  CFG1449;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;  X    ;2022-02-16;2022-03-23;13:40;75T;  CFG1449;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;      D;2021-11-07;2022-03-20;14:50;320;  CFG1449;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;L      ;2022-03-07;2022-03-21;15:00;320;  CFG1449;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM; M     ;2022-02-08;2022-03-22;15:10;32A;  EWG7533;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;     S ;2021-11-06;2022-03-26;16:25;32A;  EWG7533;ALEMANIA;TFS
HAMBURGO/ FUHLSBUETTEL;HAM;     S ;2022-02-26;2022-03-26;16:25;320;  CFG1449;ALEMANIA;TFS
HANNOVER;HAJ;    V  ;2022-01-21;2022-03-25;11:55;73H;  CXI2252;ALEMANIA;TFS
HANNOVER;HAJ;L      ;2022-01-17;2022-03-21;12:05;73H;  CXI2220;ALEMANIA;TFS
HANNOVER;HAJ; M     ;2022-02-08;2022-03-22;13:20;7S8;  TUI2145;ALEMANIA;TFS
HANNOVER;HAJ;      D;2022-03-13;2022-03-20;16:10;320;  CFG9487;ALEMANIA;TFS
HANNOVER;HAJ;   J   ;2022-03-03;2022-03-24;16:50;7S8;  TUI2145;ALEMANIA;TFS
HANNOVER;HAJ;     S ;2022-03-05;2022-03-12;16:50;7S8;  TUI2145;ALEMANIA;TFS
HANNOVER;HAJ;   J   ;2022-03-03;2022-03-10;18:00;7S8;  TUI2347;ALEMANIA;TFS
HELSINKI / HELSINKI-VANTAA;HEL;  X V D;2021-10-31;2022-03-25;13:50;32B;  FIN1692;FINLANDIA;TFS
HELSINKI / HELSINKI-VANTAA;HEL; M     ;2021-11-02;2022-03-22;15:55;73H;  NSZ2879;FINLANDIA;TFS
HELSINKI / HELSINKI-VANTAA;HEL;     S ;2021-12-11;2022-03-26;22:40;73H;  NSZ2877;FINLANDIA;TFS
HELSINKI / HELSINKI-VANTAA;HEL;   J   ;2022-01-06;2022-03-24;22:45;73H;  NSZ2879;FINLANDIA;TFS
HELSINKI / HELSINKI-VANTAA;HEL; M J S ;2021-11-02;2022-03-26;23:00;32B;  FIN1694;FINLANDIA;TFS
HELSINKI / HELSINKI-VANTAA;HEL;    V  ;2022-01-07;2022-03-25;23:05;73H;  NSZ2879;FINLANDIA;TFS
KARLSRUHE-BADEN BAD/SOELLINGEN;FKB;     S ;2022-01-01;2022-03-26;10:10;73H;  RYR3324;ALEMANIA;TFS
KARLSRUHE-BADEN BAD/SOELLINGEN;FKB;L      ;2021-11-01;2022-03-21;10:15;73H;  RYR3324;ALEMANIA;TFS
KATOWICE / PYRZOWICE;KTW;   J   ;2022-03-03;2022-03-10;15:10;738;  ENT7370;POLONIA;TFS
KATOWICE / PYRZOWICE;KTW;  X    ;2021-12-15;2022-03-23;17:20;321;  WZZ1180;POLONIA;TFS
KATOWICE / PYRZOWICE;KTW;     S ;2022-02-05;2022-03-19;20:00;321;  WZZ1180;POLONIA;TFS
KEFLAVIK INTERNATIONAL;KEF;  X    ;2022-02-02;2022-03-23;14:40;7M8;  NOS3925;ISLANDIA;TFS
KEFLAVIK INTERNATIONAL;KEF;L      ;2022-03-07;2022-03-21;14:40;7S8;  NOS1925;ISLANDIA;TFS
KEFLAVIK INTERNATIONAL;KEF;  X  S ;2022-02-12;2022-03-26;14:50;76W;  ICE581;ISLANDIA;TFS
KEFLAVIK INTERNATIONAL;KEF;  X  S ;2022-03-02;2022-03-26;15:00;7M9;  ICE583;ISLANDIA;TFS
KEFLAVIK INTERNATIONAL;KEF; M     ;2021-11-02;2022-03-22;16:00;32Q;  FPY0621;ISLANDIA;TFS
KEFLAVIK INTERNATIONAL;KEF;     S ;2022-01-08;2022-03-26;16:00;32Q;  FPY0621;ISLANDIA;TFS
LEEDS /LEEDS-BRADFORD;LBA;L  JV D;2021-11-04;2022-03-25;14:00;73H;  EXS224;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA;     S ;2022-01-08;2022-03-26;14:00;73H;  EXS224;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA;  X    ;2022-02-16;2022-03-23;14:00;73H;  EXS224;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA; M     ;2021-11-02;2022-03-22;14:10;73H;  EXS224;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA;   J   ;2022-02-03;2022-03-24;15:15;73H;  RYR2493;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA;    V  ;2022-02-11;2022-03-25;16:00;73H;  EXS244;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA; M     ;2022-03-08;2022-03-22;16:10;73H;  EXS244;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA;      D;2022-03-06;2022-03-20;18:10;73H;  EXS244;REINO-UNIDO;TFS
LEEDS /LEEDS-BRADFORD;LBA; M   S ;2022-02-01;2022-03-26;18:20;73H;  RYR2493;REINO-UNIDO;TFS
LEIPZIG;LEJ;L      ;2022-03-07;2022-03-21;15:05;32B;  CFG1467;ALEMANIA;TFS
LEIPZIG;LEJ;    V  ;2022-03-04;2022-03-11;15:20;32B;  CFG1467;ALEMANIA;TFS
LIEGE /BIERSET;LGG;      D;2021-11-14;2022-03-20;13:45;73H;  JAF1603;BELGICA;TFS
LIEGE /BIERSET;LGG;    V  ;2022-03-04;2022-03-18;13:45;73H;  JAF1603;BELGICA;TFS
LISBOA;LIS;L      ;2022-02-07;2022-03-21;14:15;E90;  TAP1127;PORTUGAL;TFS
LISBOA;LIS;  X V D;2022-03-02;2022-03-13;14:15;E90;  TAP1127;PORTUGAL;TFS
LISBOA;LIS; M     ;2022-03-01;2022-03-15;14:20;73H;  RYR3282;PORTUGAL;TFS
LISBOA;LIS;     S ;2022-02-05;2022-03-12;14:55;320;  TAP1127;PORTUGAL;TFS
LISBOA;LIS;     S ;2022-02-05;2022-03-26;19:30;73H;  RYR3282;PORTUGAL;TFS
LISBOA;LIS;   J   ;2022-02-03;2022-03-24;19:55;73H;  RYR3282;PORTUGAL;TFS
LIVERPOOL /INTERNACIONAL;LPL;  X   D;2022-02-02;2022-03-23;11:10;73H;  RYR4347;REINO-UNIDO;TFS
LIVERPOOL /INTERNACIONAL;LPL;  X    ;2021-11-03;2022-03-23;18:40;320;  EZY7170;REINO-UNIDO;TFS
LIVERPOOL /INTERNACIONAL;LPL;   J   ;2022-02-10;2022-03-24;18:40;320;  EZY7170;REINO-UNIDO;TFS
LIVERPOOL /INTERNACIONAL;LPL;     S ;2022-03-05;2022-03-12;20:00;320;  EZY7170;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;   J   ;2021-12-30;2022-03-24;12:20;320;  BAW2731;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;      D;2022-01-09;2022-03-20;12:20;320;  BAW2731;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR; M     ;2021-11-02;2022-03-22;13:55;320;  BAW2731;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;    V  ;2022-01-07;2022-03-25;13:55;320;  BAW2731;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;L      ;2021-11-22;2022-03-21;14:15;320;  BAW2731;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;  X    ;2021-12-22;2022-03-23;14:20;320;  BAW2731;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;     S ;2021-11-06;2022-03-26;14:35;32N;  BAW2665;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;   J   ;2022-02-03;2022-03-24;14:50;32N;  BAW2703;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;     S ;2022-02-05;2022-03-26;15:15;32N;  BAW415;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;     S ;2022-01-08;2022-03-26;16:25;321;  BAW2703;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;    V  ;2022-03-11;2022-03-11;16:55;320;  BAW2665;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;      D;2021-10-31;2022-03-20;17:55;320;  BAW2703;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;    V  ;2021-11-05;2022-03-25;17:55;321;  BAW415;REINO-UNIDO;TFS
LONDRES / HEATHROW;LHR;L X    ;2022-03-07;2022-03-14;17:55;321;  BAW415;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;  X    ;2022-02-02;2022-03-23;11:40;73H;  RYR3514;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;L     D;2021-10-31;2022-03-21;12:15;320;  EZY2038;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;    V  ;2022-02-04;2022-03-25;12:15;320;  EZY2038;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN; M     ;2022-02-08;2022-03-22;12:45;320;  EZY2040;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;   J   ;2021-11-04;2022-03-24;12:55;320;  EZY2038;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;     S ;2022-03-05;2022-03-26;15:45;320;  EZY2040;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;      D;2022-02-06;2022-03-20;18:45;73H;  RYR3514;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;     S ;2022-03-05;2022-03-12;18:55;320;  EZY2038;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;      D;2022-01-16;2022-03-20;21:30;321;  WUK8130;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;    V  ;2022-02-18;2022-03-25;21:30;321;  WUK8130;REINO-UNIDO;TFS
LONDRES /LUTON APT;LTN;  X    ;2022-03-09;2022-03-09;21:30;321;  WUK8130;REINO-UNIDO;TFS
LONDRES /STANSTED;STN;L      ;2021-11-01;2022-03-21;11:15;7M8;  RYR8167;REINO-UNIDO;TFS
LONDRES /STANSTED;STN;   J   ;2021-11-25;2022-03-24;11:20;7M8;  RYR8167;REINO-UNIDO;TFS
LONDRES /STANSTED;STN;    V  ;2021-12-17;2022-03-25;11:20;7M8;  RYR8167;REINO-UNIDO;TFS
LONDRES /STANSTED;STN;     SD;2022-01-02;2022-03-26;11:20;7M8;  RYR8167;REINO-UNIDO;TFS
