;;Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Escala;Origen
W21;Destino;ASTURIAS;OVD;      D;16/01/2022;20/03/2022;8:45;295;  IBB5430;ESPAﾑA;;LPA
W21;Destino;ASTURIAS;OVD;  X    ;16/02/2022;23/03/2022;15:10;295;  IBB5430;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;LMX    ;01/03/2022;23/03/2022;7:00;321;  VLG3001;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;   J SD;03/03/2022;13/03/2022;7:00;321;  VLG3001;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;    V  ;04/03/2022;11/03/2022;7:10;321;  VLG3001;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;LMXJV  ;16/02/2022;25/03/2022;9:40;320;  VLG3007;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;     S ;26/02/2022;26/03/2022;9:40;320;  VLG3007;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;    V  ;07/01/2022;25/03/2022;10:35;73H;  RYR6371;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;LM    D;20/02/2022;22/03/2022;15:50;321;  VLG3003;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;  X V  ;25/02/2022;25/03/2022;15:50;321;  VLG3003;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;   J S ;03/03/2022;17/03/2022;15:50;321;  VLG3003;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;      D;14/11/2021;20/03/2022;18:30;73H;  RYR6371;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;    V  ;04/03/2022;04/03/2022;19:05;320;  VLG3009;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;L      ;21/02/2022;21/03/2022;19:10;320;  VLG3009;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;  X    ;17/11/2021;23/03/2022;19:50;73H;  RYR6371;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;      D;06/03/2022;20/03/2022;20:15;320;  VLG3009;ESPAﾑA;;LPA
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;L      ;15/11/2021;21/03/2022;20:20;73H;  RYR6371;ESPAﾑA;;LPA
W21;Destino;BASEL/MULHOUSE EUROAIRPORT CH;BSL;     S ;06/11/2021;26/03/2022;10:55;73H;  CXI7266;SUIZA;;LPA
W21;Destino;BASEL/MULHOUSE EUROAIRPORT CH;BSL;  X    ;12/01/2022;23/03/2022;15:30;73H;  CXI7236;SUIZA;;LPA
W21;Destino;BASEL/MULHOUSE EUROAIRPORT CH;BSL; M   S ;02/11/2021;26/03/2022;17:15;320;  EZS1140;SUIZA;;LPA
W21;Destino;BASEL/MULHOUSE EUROAIRPORT CH;BSL;   J   ;10/02/2022;24/03/2022;17:15;320;  EZS1140;SUIZA;;LPA
W21;Destino;BELFAST / INTERNACIONAL;BFS;   J   ;04/11/2021;24/03/2022;15:15;73H;  EXS372;REINO UNIDO;;LPA
W21;Destino;BELFAST / INTERNACIONAL;BFS;      D;09/01/2022;20/03/2022;15:15;73H;  EXS372;REINO UNIDO;;LPA
W21;Destino;BELFAST / INTERNACIONAL;BFS; M   S ;12/02/2022;26/03/2022;17:20;320;  EZY6752;REINO UNIDO;;LPA
W21;Destino;BERGEN/FLESLAND;BGO;  X    ;03/11/2021;23/03/2022;15:50;73H;  NOZ1839;NORUEGA;;LPA
W21;Destino;BERGEN/FLESLAND;BGO;     S ;06/11/2021;26/03/2022;18:35;73H;  NOZ1839;NORUEGA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;  X    ;02/02/2022;23/03/2022;10:50;73H;  RYR2501;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;L      ;15/11/2021;21/03/2022;11:35;73H;  RYR2501;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;    V  ;12/11/2021;25/03/2022;11:40;73H;  RYR2501;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;    V  ;03/12/2021;25/03/2022;11:50;32A;  EWG8187;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;     S ;05/03/2022;26/03/2022;11:55;32A;  EWG5489;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;      D;31/10/2021;20/03/2022;12:30;32A;  EWG8187;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;  X    ;23/02/2022;23/03/2022;12:30;32A;  EWG8187;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;      D;27/02/2022;13/03/2022;12:30;320;  EJU5932;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;      D;13/02/2022;20/03/2022;14:50;32B;  CFG1289;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER; M     ;18/01/2022;22/03/2022;15:35;320;  EJU5932;ALEMANIA;;LPA
W21;Destino;BERLIN BRANDENBURG;BER;     S ;05/03/2022;26/03/2022;16:00;320;  EJU5932;ALEMANIA;;LPA
W21;Destino;BILBAO;BIO;L      ;28/02/2022;21/03/2022;15:15;320;  VLG3290;ESPAﾑA;;LPA
W21;Destino;BILBAO;BIO;  X   D;02/03/2022;23/03/2022;16:45;320;  VLG3290;ESPAﾑA;;LPA
W21;Destino;BILBAO;BIO;    V  ;04/03/2022;11/03/2022;16:45;320;  VLG3290;ESPAﾑA;;LPA
W21;Destino;BILBAO;BIO;     S ;19/02/2022;26/03/2022;18:45;320;  VLG3290;ESPAﾑA;;LPA
W21;Destino;BILBAO;BIO;   J   ;10/02/2022;24/03/2022;18:50;320;  VLG3290;ESPAﾑA;;LPA
W21;Destino;BILLUND;BLL;      D;27/02/2022;13/03/2022;9:00;320;  VLG1860;DINAMARCA;;LPA
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX;    V  ;04/02/2022;25/03/2022;11:10;73H;  RYR1129;REINO UNIDO;;LPA
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX;     S ;05/02/2022;26/03/2022;15:25;73H;  EXS1260;REINO UNIDO;;LPA
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX; M     ;11/01/2022;22/03/2022;15:30;73H;  EXS1260;REINO UNIDO;;LPA
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX;   J  D;20/01/2022;24/03/2022;15:30;73H;  EXS1260;REINO UNIDO;;LPA
W21;Destino;BLAISE DIAGNE INTL;DSS; M  V  ;01/03/2022;25/03/2022;0:05;295;  IBB6602;SENEGAL;;LPA
W21;Destino;BOLONIA/ GUGLIELMO MARCONI;BLQ;L      ;15/11/2021;21/03/2022;18:25;7M8;  RYR4515;ITALIA;;LPA
W21;Destino;BOLONIA/ GUGLIELMO MARCONI;BLQ;    V  ;07/01/2022;25/03/2022;20:05;7M8;  RYR4515;ITALIA;;LPA
W21;Destino;BOURNEMOUTH  INTL;BOH;      D;06/02/2022;20/03/2022;16:40;73H;  RYR6765;REINO UNIDO;;LPA
W21;Destino;BRISTOL;BRS;L      ;01/11/2021;21/03/2022;13:55;73H;  EXS1854;REINO UNIDO;;LPA
W21;Destino;BRISTOL;BRS;   J   ;27/01/2022;24/03/2022;13:55;73H;  EXS1854;REINO UNIDO;;LPA
W21;Destino;BRISTOL;BRS; M     ;08/02/2022;22/03/2022;17:50;320;  EZY6196;REINO UNIDO;;LPA
W21;Destino;BRISTOL;BRS;     S ;01/01/2022;26/03/2022;18:35;32Q;  EZY6196;REINO UNIDO;;LPA
W21;Destino;BRISTOL;BRS;     S ;08/01/2022;26/03/2022;19:30;73H;  RYR4758;REINO UNIDO;;LPA
W21;Destino;BRUSELAS;BRU;      D;31/10/2021;20/03/2022;10:35;320;  BEL3784;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU; M     ;02/11/2021;22/03/2022;10:45;320;  BEL3784;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU;      D;27/02/2022;06/03/2022;10:55;73H;  JAF1552;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU;     S ;26/02/2022;05/03/2022;11:25;320;  BEL1656;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU;     S ;05/03/2022;12/03/2022;12:00;7M8;  JAF1567;BELGICA;FUE;LPA
W21;Destino;BRUSELAS;BRU;  X    ;02/03/2022;09/03/2022;12:15;7M8;  JAF1569;BELGICA;TFS;LPA
W21;Destino;BRUSELAS;BRU;      D;06/03/2022;06/03/2022;16:00;73W;  JAF1554;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU;L      ;28/02/2022;14/03/2022;17:55;7M8;  JAF1552;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU;     S ;26/02/2022;05/03/2022;18:30;320;  BEL1654;BELGICA;;LPA
W21;Destino;BRUSELAS;BRU;     S ;22/01/2022;12/03/2022;18:40;320;  BEL3784;BELGICA;;LPA
W21;Destino;BRUSELAS/CHARLEROI;CRL;  X  S ;02/03/2022;12/03/2022;11:35;7M8;  JAF1591;BELGICA;TFS;LPA
W21;Destino;BRUSELAS/CHARLEROI;CRL;  X   D;14/11/2021;23/03/2022;16:50;73H;  RYR8177;BELGICA;;LPA
W21;Destino;BUCAREST /OTOPENI INTERNACIONA;OTP;     S ;05/03/2022;12/03/2022;19:15;321;  WZZ3148;RUMANIA;;LPA
W21;Destino;BUDAPEST/ FERIHEGY;BUD;     S ;12/03/2022;12/03/2022;10:45;7M8;  RYR2967;HUNGRIA;;LPA
W21;Destino;BUDAPEST/ FERIHEGY;BUD;     S ;05/03/2022;05/03/2022;11:10;7M8;  RYR2967;HUNGRIA;;LPA
W21;Destino;CASABLANCA/ MOHAMED V;CMN;   J  D;13/02/2022;24/03/2022;12:30;AT7;  RAM977;MARRUECOS;;LPA
W21;Destino;CHOPINA W WARSZAWIE;WAW; M     ;21/12/2021;22/03/2022;13:35;738;  ENT5572;POLONIA;;LPA
W21;Destino;CHOPINA W WARSZAWIE;WAW; M     ;02/11/2021;22/03/2022;14:10;738;  ENT7558;POLONIA;;LPA
W21;Destino;COLONIA/BONN;CGN;     S ;08/01/2022;26/03/2022;10:35;73H;  RYR7651;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;    V  ;04/03/2022;25/03/2022;11:05;319;  EWG269;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;  X    ;17/11/2021;23/03/2022;11:10;73H;  RYR7651;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;      D;06/02/2022;20/03/2022;11:10;32A;  EWG1805;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;  X    ;09/02/2022;23/03/2022;11:15;73H;  EWG269;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;L      ;28/02/2022;21/03/2022;15:45;319;  EWG269;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;     S ;19/02/2022;26/03/2022;18:40;73H;  EWG269;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;    V  ;04/03/2022;25/03/2022;19:30;73H;  CXI1054;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;L      ;28/02/2022;21/03/2022;20:10;73H;  CXI1012;ALEMANIA;;LPA
W21;Destino;COLONIA/BONN;CGN;  X    ;19/01/2022;23/03/2022;20:20;73H;  CXI1036;ALEMANIA;;LPA
W21;Destino;COPENHAGUE;CPH;  X  S ;02/03/2022;12/03/2022;9:00;320;  VLG1862;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;     S ;06/11/2021;26/03/2022;12:40;73H;  NSZ3691;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;      D;09/01/2022;20/03/2022;13:00;32N;  SAS2838;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;     S ;08/01/2022;26/03/2022;16:20;32N;  SAS2838;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;  X    ;19/01/2022;23/03/2022;17:00;32N;  SAS2838;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;  X    ;03/11/2021;23/03/2022;17:35;73H;  NSZ3691;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;     S ;06/11/2021;26/03/2022;17:55;73H;  NSZ3693;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;L      ;01/11/2021;21/03/2022;18:10;73H;  NSZ3693;DINAMARCA;;LPA
W21;Destino;COPENHAGUE;CPH;    V  ;05/11/2021;25/03/2022;18:25;73H;  NSZ3693;DINAMARCA;;LPA
W21;Destino;DAKHLA;VIL;     S ;05/03/2022;26/03/2022;15:35;AT7;  IBB6167;MARRUECOS;;LPA
W21;Destino;DUBLIN;DUB;LM J   ;01/03/2022;24/03/2022;19:05;7M8;  RYR7127;IRLANDA;;LPA
W21;Destino;DUBLIN;DUB; M J   ;02/11/2021;24/03/2022;19:10;320;  EIN783;IRLANDA;;LPA
W21;Destino;DUBLIN;DUB;     S ;01/01/2022;26/03/2022;19:10;320;  EIN783;IRLANDA;;LPA
W21;Destino;DUBLIN;DUB;    V  ;04/03/2022;25/03/2022;19:10;7M8;  RYR7127;IRLANDA;;LPA
W21;Destino;DUBLIN;DUB;     S ;05/03/2022;12/03/2022;19:10;7M8;  RYR7127;IRLANDA;;LPA
W21;Destino;DUSSELDORF;DUS;      D;27/02/2022;13/03/2022;10:40;73H;  TUI2663;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;12/03/2022;26/03/2022;11:10;32A;  EWG9543;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;05/03/2022;05/03/2022;11:15;32A;  EWG5431;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;      D;06/03/2022;13/03/2022;11:50;32A;  EWG5431;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;12/03/2022;26/03/2022;11:55;32A;  EWG9549;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;   J   ;04/11/2021;24/03/2022;12:00;32A;  EWG9543;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;    V  ;18/02/2022;25/03/2022;12:00;32A;  EWG9543;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;05/03/2022;26/03/2022;12:15;73H;  CXI4068;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;   J   ;20/01/2022;24/03/2022;12:40;73H;  CXI4048;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;  X    ;23/02/2022;23/03/2022;13:00;73H;  TUI2115;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;    V  ;11/03/2022;11/03/2022;13:05;75T;  CFG1428;ALEMANIA;TFS;LPA
W21;Destino;DUSSELDORF;DUS;      D;20/02/2022;20/03/2022;13:45;32A;  EWG9549;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;      D;13/03/2022;13/03/2022;14:15;32B;  CFG1434;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;    V  ;04/03/2022;25/03/2022;14:45;320;  CFG1435;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;  X    ;02/03/2022;16/03/2022;15:05;75T;  CFG1434;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;      D;30/01/2022;20/03/2022;15:25;7M8;  TUI2115;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;    V  ;18/02/2022;11/03/2022;15:25;7M8;  TUI2115;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;      D;06/03/2022;06/03/2022;15:30;75T;  CFG1434;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;   J   ;03/03/2022;03/03/2022;16:00;320;  CFG1434;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;LM     ;22/02/2022;22/03/2022;16:10;32A;  EWG9543;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;12/03/2022;26/03/2022;16:35;32B;  CFG1434;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;05/03/2022;05/03/2022;16:50;75T;  CFG1434;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;      D;30/01/2022;20/03/2022;17:10;7S8;  TUI2943;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;     S ;05/03/2022;26/03/2022;17:10;7S8;  TUI2943;ALEMANIA;;LPA
W21;Destino;DUSSELDORF;DUS;L      ;21/02/2022;21/03/2022;17:15;7S8;  TUI2115;ALEMANIA;;LPA
W21;Destino;EAST MIDLANDS;EMA;   J   ;04/11/2021;24/03/2022;14:30;73H;  EXS670;REINO UNIDO;;LPA
W21;Destino;EAST MIDLANDS;EMA;      D;26/12/2021;20/03/2022;14:30;73H;  EXS670;REINO UNIDO;;LPA
W21;Destino;EAST MIDLANDS;EMA; M     ;15/02/2022;22/03/2022;14:30;73H;  EXS670;REINO UNIDO;;LPA
W21;Destino;EAST MIDLANDS;EMA;      D;06/02/2022;20/03/2022;19:10;73H;  RYR3163;REINO UNIDO;;LPA
W21;Destino;EDIMBURGO/ TURNHOUSE;EDI; M   S ;01/02/2022;26/03/2022;11:45;73H;  RYR6699;REINO UNIDO;;LPA
W21;Destino;EDIMBURGO/ TURNHOUSE;EDI;L   V  ;01/11/2021;25/03/2022;15:50;73H;  EXS716;REINO UNIDO;;LPA
W21;Destino;EINDHOVEN;EIN;  X    ;03/11/2021;23/03/2022;11:25;73H;  TRA6366;HOLANDA;;LPA
W21;Destino;EINDHOVEN;EIN;   J   ;11/11/2021;24/03/2022;12:35;73H;  TFL597;HOLANDA;TFS;LPA
W21;Destino;EINDHOVEN;EIN;  X    ;03/11/2021;23/03/2022;13:25;73H;  TFL595;HOLANDA;ACE;LPA
W21;Destino;EINDHOVEN;EIN;      D;14/11/2021;20/03/2022;13:45;73H;  TFL599;HOLANDA;TFS;LPA
W21;Destino;EINDHOVEN;EIN;     S ;05/03/2022;12/03/2022;17:10;73H;  TRA6366;HOLANDA;;LPA
W21;Destino;EL HIERRO / VALVERDE;VDE;   JVS ;04/11/2021;26/03/2022;15:55;AT7;  IBB365;ESPAﾑA;;LPA
W21;Destino;EL HIERRO / VALVERDE;VDE;LMX   D;12/12/2021;23/03/2022;15:55;AT7;  IBB365;ESPAﾑA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;    V  ;04/02/2022;25/03/2022;13:10;32N;  SAS1944;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;      D;06/02/2022;20/03/2022;13:30;32N;  SAS1820;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;     S ;01/01/2022;26/03/2022;14:00;32N;  SAS1820;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;     S ;05/03/2022;26/03/2022;14:25;32N;  SAS1944;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN; M J   ;08/03/2022;24/03/2022;15:00;73G;  SAS1944;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;  X    ;02/02/2022;23/03/2022;15:30;32N;  SAS1944;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;      D;13/03/2022;20/03/2022;16:40;32N;  SAS1944;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;     S ;06/11/2021;26/03/2022;16:45;73H;  NSZ4244;SUECIA;;LPA
W21;Destino;ESTOCOLMO/ARLANDA;ARN;L X V  ;01/11/2021;25/03/2022;17:20;73H;  NSZ4242;SUECIA;;LPA
W21;Destino;F.G.L. GRANADA - JAEN;GRX;L      ;07/03/2022;21/03/2022;7:10;320;  VLG3061;ESPAﾑA;;LPA
W21;Destino;F.G.L. GRANADA - JAEN;GRX;   J   ;03/03/2022;17/03/2022;16:50;320;  VLG3061;ESPAﾑA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;L      ;07/02/2022;21/03/2022;10:25;73H;  RYR1569;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;    V  ;04/02/2022;25/03/2022;10:45;73H;  RYR1569;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;      D;06/03/2022;20/03/2022;12:50;7S8;  TUI2965;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;05/03/2022;05/03/2022;12:55;7S8;  TUI2259;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;12/03/2022;19/03/2022;13:00;7S8;  TUI2259;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;12/03/2022;26/03/2022;13:25;320;  CFG9633;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA; MX    ;01/03/2022;15/03/2022;14:40;32A;  OCN303;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;L   V D;04/03/2022;25/03/2022;14:40;32A;  OCN303;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;12/03/2022;12/03/2022;14:45;32A;  OCN303;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;05/03/2022;05/03/2022;15:15;32A;  OCN303;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;      D;13/02/2022;20/03/2022;16:10;7S8;  TUI2259;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;      D;06/03/2022;13/03/2022;16:25;32B;  CFG1404;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;05/03/2022;05/03/2022;16:35;32B;  CFG1404;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;12/03/2022;12/03/2022;16:50;75T;  CFG1404;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;L      ;21/02/2022;21/03/2022;17:00;73H;  TUI2259;ALEMANIA;;LPA
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;   J   ;03/03/2022;24/03/2022;17:10;73H;  TUI2259;ALEMANIA;;LPA
W21;Destino;FUERTEVENTURA;FUE;LMXJVSD;10/01/2022;26/03/2022;6:55;AT7;  CNF803;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE; MX VSD;31/10/2021;26/03/2022;7:00;AT7;  IBB200;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L      ;13/12/2021;21/03/2022;7:00;AT7;  IBB200;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;   J   ;13/01/2022;24/03/2022;7:00;AT7;  IBB200;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;LMXJ   ;02/03/2022;24/03/2022;7:30;AT7;  IBB226;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L  J   ;01/11/2021;24/03/2022;8:15;AT7;  IBB236;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE; M     ;14/12/2021;22/03/2022;8:15;AT7;  IBB236;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;  X VS ;08/01/2022;26/03/2022;8:15;AT7;  IBB236;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;LMXJVSD;31/10/2021;26/03/2022;9:20;AT7;  CNF805;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;  X VS ;03/11/2021;26/03/2022;9:20;AT7;  IBB208;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L      ;13/12/2021;21/03/2022;9:20;AT7;  IBB208;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;   J  D;09/01/2022;24/03/2022;9:20;AT7;  IBB208;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE; M     ;08/03/2022;22/03/2022;9:20;AT7;  IBB208;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;    V  ;14/01/2022;25/03/2022;10:00;AT7;  IBB210;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L  J   ;03/03/2022;24/03/2022;10:00;AT7;  IBB210;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L X V D;31/10/2021;25/03/2022;11:35;AT7;  IBB206;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;   J S ;08/01/2022;26/03/2022;11:35;AT7;  IBB206;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE; M     ;08/03/2022;22/03/2022;11:35;AT7;  IBB206;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;LMX   D;31/10/2021;23/03/2022;14:00;AT7;  IBB214;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;   JV  ;13/01/2022;25/03/2022;14:00;AT7;  IBB214;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;     S ;05/03/2022;26/03/2022;14:00;AT7;  IBB214;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;    V  ;04/03/2022;25/03/2022;14:30;AT7;  IBB230;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE; M JV  ;02/11/2021;25/03/2022;15:00;AT7;  IBB222;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L      ;13/12/2021;21/03/2022;15:00;AT7;  IBB222;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;  X    ;12/01/2022;23/03/2022;15:00;AT7;  IBB222;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;     SD;05/03/2022;26/03/2022;15:00;AT7;  IBB222;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;   J   ;03/03/2022;24/03/2022;16:15;AT7;  IBB220;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;      D;31/10/2021;20/03/2022;16:20;AT7;  IBB220;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;    V  ;07/01/2022;25/03/2022;16:20;AT7;  IBB220;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;LMX    ;01/03/2022;23/03/2022;16:20;AT7;  IBB220;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;    V  ;04/03/2022;25/03/2022;16:55;AT7;  IBB226;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;LMXJVSD;10/01/2022;26/03/2022;17:10;AT7;  CNF875;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L XJVS ;01/11/2021;26/03/2022;17:20;AT7;  IBB224;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE; M    D;12/12/2021;22/03/2022;17:20;AT7;  IBB224;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;      D;16/01/2022;20/03/2022;18:00;AT7;  IBB230;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;L      ;01/11/2021;21/03/2022;18:40;AT7;  IBB228;ESPAﾑA;;LPA
W21;Destino;FUERTEVENTURA;FUE;      D;12/12/2021;20/03/2022;18:40;AT7;  IBB228;ESPAﾑA;;LPA
